,DMA Rank,dma,facility_id,Call Sign,Channel,Facility Service,Interference2,population,Volume3,Scaled Volume4,p_open,Move to Low VHF,Move to High VHF,pre_auction_band
1002,58,"Mobile, AL-Pensacola, FL",41210,WJTC,45,DT,78,1346011.0,10246,168016,151214400.0,"$113,410,800 ","$60,485,760 ",UHF
1003,58,"Mobile, AL-Pensacola, FL",73187,WKRG-TV,27,DT,103,1494719.0,12408,203459,183113100.0,"$137,334,825 ","$73,245,240 ",UHF
1004,58,"Mobile, AL-Pensacola, FL",60827,WMPV-TV,20,DT,73,1387355.0,10064,165019,148517100.0,"$111,387,825 ","$59,406,840 ",UHF
1005,58,"Mobile, AL-Pensacola, FL",31570,WPAN,40,DT,64,635680.0,6378,104590,94131000.0,"$70,598,250 ","$37,652,400 ",UHF
1006,58,"Mobile, AL-Pensacola, FL",11906,WPMI-TV,15,DT,90,1457638.0,11454,187813,169031700.0,"$126,773,775 ","$67,612,680 ",UHF
1007,58,"Mobile, AL-Pensacola, FL",17611,WSRE,31,DT,75,1347256.0,10052,164829,148346100.0,"$111,259,575 ","$59,338,440 ",UHF
1008,59,"Albany-Schenectady-Troy, NY",74419,WCDC-TV,36,DT,137,1493402.0,14304,234546,211091400.0,"$158,318,550 ","$84,436,560 ",UHF
1009,59,"Albany-Schenectady-Troy, NY",73264,WCWN,43,DT,119,1502161.0,13370,219236,197312400.0,"$147,984,300 ","$78,924,960 ",UHF
1010,59,"Albany-Schenectady-Troy, NY",167948,WFNY-CD,48,DC,33,100743.0,1823,29898,26908200.0,"$20,181,150 ","$10,763,280 ",UHF
1011,59,"Albany-Schenectady-Troy, NY",73263,WMHT,34,DT,118,1458986.0,13121,215152,193636800.0,"$145,227,600 ","$77,454,720 ",UHF
1012,59,"Albany-Schenectady-Troy, NY",450,WNCE-CD,31,DC,52,397146.0,4544,74517,67065300.0,"$50,298,975 ","$26,826,120 ",UHF
1013,59,"Albany-Schenectady-Troy, NY",136751,WNYA,13,DT,81,1374913.0,10553,173045,93444300.0,"$54,509,175 ",,HVHF
1014,59,"Albany-Schenectady-Troy, NY",73363,WNYT,12,DT,96,1575838.0,12300,201684,108909360.0,"$63,530,460 ",,HVHF
1015,59,"Albany-Schenectady-Troy, NY",73942,WRGB,6,DT,197,2372360.0,21618,354489,79760025.0,,,LVHF
1016,59,"Albany-Schenectady-Troy, NY",74422,WTEN,26,DT,113,1536250.0,13176,216048,194443200.0,"$145,832,400 ","$77,777,280 ",UHF
1017,59,"Albany-Schenectady-Troy, NY",11970,WXXA-TV,7,DT,94,1571920.0,12156,199323,107634420.0,"$62,786,745 ",,HVHF
1018,59,"Albany-Schenectady-Troy, NY",13933,WYPX-TV,50,DT,83,1038446.0,9284,152234,137010600.0,"$102,757,950 ","$54,804,240 ",UHF
1019,60,"Tulsa, OK",1005,KDOR-TV,17,DT,91,1153960.0,10247,168033,151229700.0,"$113,422,275 ","$60,491,880 ",UHF
1021,60,"Tulsa, OK",24485,KGEB,49,DT,91,973825.0,9414,154362,138925800.0,"$104,194,350 ","$55,570,320 ",UHF
1022,60,"Tulsa, OK",59439,KJRH-TV,8,DT,84,1379409.0,10764,176508,95314320.0,"$55,600,020 ",,HVHF
1023,60,"Tulsa, OK",54420,KMYT-TV,42,DT,96,1299553.0,11169,183152,164836800.0,"$123,627,600 ","$65,934,720 ",UHF
1024,60,"Tulsa, OK",66195,KOED-TV,11,DT,100,1455773.0,12066,197845,106836300.0,"$62,321,175 ",,HVHF
1025,60,"Tulsa, OK",50198,KOET,31,DT,110,634271.0,8353,136966,123269400.0,"$92,452,050 ","$49,307,760 ",UHF
1026,60,"Tulsa, OK",11910,KOKI-TV,22,DT,93,1337277.0,11152,182865,164578500.0,"$123,433,875 ","$65,831,400 ",UHF
1027,60,"Tulsa, OK",35434,KOTV-DT,45,DT,100,1393298.0,11804,193554,174198600.0,"$130,648,950 ","$69,679,440 ",UHF
1028,60,"Tulsa, OK",78322,KQCW-DT,20,DT,81,1118143.0,9517,156052,140446800.0,"$105,335,100 ","$56,178,720 ",UHF
1029,60,"Tulsa, OK",57431,KRSU-TV,36,DT,78,994141.0,8806,144394,129954600.0,"$97,465,950 ","$51,981,840 ",UHF
1030,60,"Tulsa, OK",7078,KTPX-TV,28,DT,81,1058588.0,9260,151840,136656000.0,"$102,492,000 ","$54,662,400 ",UHF
1031,60,"Tulsa, OK",35685,KTUL,10,DT,87,1367488.0,10907,178855,96581700.0,"$56,339,325 ",,HVHF
1032,60,"Tulsa, OK",8986,KTZT-CD,29,DC,56,733017.0,6407,105058,94552200.0,"$70,914,150 ","$37,820,880 ",UHF
1033,60,"Tulsa, OK",31369,KUTU-CD,25,DC,64,794506.0,7131,116928,105235200.0,"$78,926,400 ","$42,094,080 ",UHF
1034,60,"Tulsa, OK",37099,KWHB,47,DT,81,1101314.0,9445,154874,139386600.0,"$104,539,950 ","$55,754,640 ",UHF
1035,61,"Ft. Myers-Naples, FL",71085,WBBH-TV,15,DT,115,2046391.0,15341,251549,226394100.0,"$169,795,575 ","$90,557,640 ",UHF
1036,61,"Ft. Myers-Naples, FL",70649,WFTX-TV,35,DT,90,1741480.0,12519,205286,184757400.0,"$138,568,050 ","$73,902,960 ",UHF
1037,61,"Ft. Myers-Naples, FL",62388,WGCU,31,DT,72,1390122.0,10004,164048,147643200.0,"$110,732,400 ","$59,057,280 ",UHF
1038,61,"Ft. Myers-Naples, FL",25538,WHDN-CD,26,DC,28,469280.0,3625,59439,53495100.0,"$40,121,325 ","$21,398,040 ",UHF
1039,61,"Ft. Myers-Naples, FL",22093,WINK-TV,50,DT,98,1851105.0,13469,220855,198769500.0,"$149,077,125 ","$79,507,800 ",UHF
1040,61,"Ft. Myers-Naples, FL",71580,WRXY-TV,33,DT,89,1608152.0,11964,196172,176554800.0,"$132,416,100 ","$70,621,920 ",UHF
1041,61,"Ft. Myers-Naples, FL",58261,WWDT-CD,43,DC,39,832132.0,5697,93413,84071700.0,"$63,053,775 ","$33,628,680 ",UHF
1042,61,"Ft. Myers-Naples, FL",61504,WXCW,45,DT,91,1719040.0,12507,205089,184580100.0,"$138,435,075 ","$73,832,040 ",UHF
1043,61,"Ft. Myers-Naples, FL",19183,WZVN-TV,41,DT,94,1853309.0,13199,216430,194787000.0,"$146,090,250 ","$77,914,800 ",UHF
1044,62,"Knoxville, TN",37809,WAGV,51,DT,177,1296453.0,15148,248396,223556400.0,"$167,667,300 ","$89,422,560 ",UHF
1045,62,"Knoxville, TN",71082,WATE-TV,26,DT,133,1592452.0,14553,238637,214773300.0,"$161,079,975 ","$85,909,320 ",UHF
1046,62,"Knoxville, TN",46984,WBIR-TV,10,DT,115,1641813.0,13741,225315,121670100.0,"$70,974,225 ",,HVHF
1047,62,"Knoxville, TN",72971,WBXX-TV,20,DT,163,1990898.0,18014,295391,265851900.0,"$199,388,925 ","$106,340,760 ",UHF
1048,62,"Knoxville, TN",18252,WETP-TV,41,DT,139,1764857.0,15663,256827,231144300.0,"$173,358,225 ","$92,457,720 ",UHF
1049,62,"Knoxville, TN",83931,WKNX-TV,7,DT,91,1409531.0,11326,185711,100283940.0,"$58,498,965 ",,HVHF
1050,62,"Knoxville, TN",18267,WKOP-TV,17,DT,118,1363054.0,12682,207959,187163100.0,"$140,372,325 ","$74,865,240 ",UHF
1051,62,"Knoxville, TN",52628,WPXK-TV,23,DT,138,1606463.0,14889,244149,219734100.0,"$164,800,575 ","$87,893,640 ",UHF
1052,62,"Knoxville, TN",19200,WTNZ,34,DT,133,1495959.0,14105,231294,208164600.0,"$156,123,450 ","$83,265,840 ",UHF
1053,62,"Knoxville, TN",81750,WVLR,48,DT,99,1282762.0,11269,184786,166307400.0,"$124,730,550 ","$66,522,960 ",UHF
1054,62,"Knoxville, TN",35908,WVLT-TV,30,DT,145,1615721.0,15306,250984,225885600.0,"$169,414,200 ","$90,354,240 ",UHF
1055,63,"Lexington, KY",64017,WDKY-TV,31,DT,157,1129512.0,13317,218361,196524900.0,"$147,393,675 ","$78,609,960 ",UHF
1056,63,"Lexington, KY",34196,WKHA,16,DT,112,346011.0,6225,102078,91870200.0,"$68,902,650 ","$36,748,080 ",UHF
1057,63,"Lexington, KY",34207,WKLE,42,DT,88,820347.0,8497,139322,125389800.0,"$94,042,350 ","$50,155,920 ",UHF
1058,63,"Lexington, KY",34202,WKMR,15,DT,132,348308.0,6781,111185,100066500.0,"$75,049,875 ","$40,026,600 ",UHF
1059,63,"Lexington, KY",34222,WKSO-TV,14,DT,116,571194.0,8140,133475,120127500.0,"$90,095,625 ","$48,051,000 ",UHF
1060,63,"Lexington, KY",24914,WKYT-TV,36,DT,158,1110315.0,13245,217186,195467400.0,"$146,600,550 ","$78,186,960 ",UHF
1061,63,"Lexington, KY",73203,WLEX-TV,39,DT,128,945267.0,11000,180369,162332100.0,"$121,749,075 ","$64,932,840 ",UHF
1062,63,"Lexington, KY",27696,WLJC-TV,7,DT,154,1299524.0,14147,231970,125263800.0,"$73,070,550 ",,HVHF
1063,63,"Lexington, KY",51597,WTVQ-DT,40,DT,135,980847.0,11507,188689,169820100.0,"$127,365,075 ","$67,928,040 ",UHF
1064,63,"Lexington, KY",23128,WUPX-TV,21,DT,130,1099776.0,11957,196066,176459400.0,"$132,344,550 ","$70,583,760 ",UHF
1065,63,"Lexington, KY",24915,WYMT-TV,12,DT,130,799584.0,10195,167179,90276660.0,"$52,661,385 ",,HVHF
1066,64,"Dayton, OH",70138,WBDT,26,DT,184,3434775.0,25140,412228,371005200.0,"$278,253,900 ","$148,402,080 ",UHF
1067,64,"Dayton, OH",65690,WDTN,50,DT,194,3643150.0,26585,435932,392338800.0,"$294,254,100 ","$156,935,520 ",UHF
1068,64,"Dayton, OH",41458,WHIO-TV,41,DT,181,3750347.0,26054,427223,384500700.0,"$288,375,525 ","$153,800,280 ",UHF
1069,64,"Dayton, OH",73155,WKEF,18,DT,155,3464313.0,23173,379974,341976600.0,"$256,482,450 ","$136,790,640 ",UHF
1070,64,"Dayton, OH",67869,WKOI-TV,39,DT,138,3291068.0,21311,349452,314506800.0,"$235,880,100 ","$125,802,720 ",UHF
1071,64,"Dayton, OH",25067,WPTD,16,DT,152,3414874.0,22783,373584,336225600.0,"$252,169,200 ","$134,490,240 ",UHF
1072,64,"Dayton, OH",411,WRGT-TV,30,DT,149,2972755.0,21046,345106,310595400.0,"$232,946,550 ","$124,238,160 ",UHF
1073,65,"Wichita-Hutchinson, KS",11912,KAAS-TV,17,DT,56,219735.0,3508,57521,51768900.0,"$38,826,675 ","$20,707,560 ",UHF
1074,65,"Wichita-Hutchinson, KS",65522,KAKE,10,DT,69,796557.0,7414,121566,65645640.0,"$38,293,290 ",,HVHF
1075,65,"Wichita-Hutchinson, KS",66414,KBSD-DT,6,DT,44,154655.0,2609,42775,9624375.0,,,LVHF
1076,65,"Wichita-Hutchinson, KS",66415,KBSH-DT,7,DT,43,100531.0,2079,34093,18410220.0,"$10,739,295 ",,HVHF
1077,65,"Wichita-Hutchinson, KS",66416,KBSL-DT,10,DT,49,48465.0,1541,25269,13645260.0,"$7,959,735 ",,HVHF
1085,65,"Wichita-Hutchinson, KS",33345,KPTS,8,DT,56,818052.0,6768,110985,59931900.0,"$34,960,275 ",,HVHF
1087,65,"Wichita-Hutchinson, KS",72348,KSCW-DT,12,DT,75,908299.0,8254,135339,73083060.0,"$42,631,785 ",,HVHF
1089,65,"Wichita-Hutchinson, KS",72361,KSNG,11,DT,33,144841.0,2186,35849,19358460.0,"$11,292,435 ",,HVHF
1090,65,"Wichita-Hutchinson, KS",72362,KSNK,12,DT,35,45105.0,1256,20603,11125620.0,"$6,489,945 ",,HVHF
1092,65,"Wichita-Hutchinson, KS",60683,KSWK,8,DT,20,72306.0,1203,19719,10648260.0,"$6,211,485 ",,HVHF
1093,65,"Wichita-Hutchinson, KS",65535,KUPK,13,DT,34,148105.0,2244,36796,19869840.0,"$11,590,740 ",,HVHF
1096,66,"Honolulu, HI",3246,KAAH-TV,27,DT,38,877220.0,5774,94673,85205700.0,"$63,904,275 ","$34,082,280 ",UHF
1097,66,"Honolulu, HI",4145,KAII-TV,7,DT,22,165396.0,1908,31279,16890660.0,"$9,852,885 ",,HVHF
1098,66,"Honolulu, HI",51241,KALO,38,DT,40,841817.0,5803,95152,85636800.0,"$64,227,600 ","$34,254,720 ",UHF
1099,66,"Honolulu, HI",65395,KBFD-DT,33,DT,32,834167.0,5167,84719,76247100.0,"$57,185,325 ","$30,498,840 ",UHF
1100,66,"Honolulu, HI",36917,KFVE,22,DT,36,845329.0,5517,90457,81411300.0,"$61,058,475 ","$32,564,520 ",UHF
1101,66,"Honolulu, HI",34445,KGMB,23,DT,39,844832.0,5740,94123,84710700.0,"$63,533,025 ","$33,884,280 ",UHF
1103,66,"Honolulu, HI",36920,KGMV,24,DT,23,162221.0,1932,31674,28506600.0,"$21,379,950 ","$11,402,640 ",UHF
1106,66,"Honolulu, HI",26431,KHET,11,DT,35,944529.0,5750,94280,50911200.0,"$29,698,200 ",,HVHF
1107,66,"Honolulu, HI",27969,KHLU-CD,46,DC,43,840819.0,6013,98597,88737300.0,"$66,552,975 ","$35,494,920 ",UHF
1108,66,"Honolulu, HI",34867,KHNL,35,DT,39,844832.0,5740,94123,84710700.0,"$63,533,025 ","$33,884,280 ",UHF
1109,66,"Honolulu, HI",4144,KHON-TV,8,DT,40,877226.0,5924,97133,52451820.0,"$30,596,895 ",,HVHF
1111,66,"Honolulu, HI",34527,KIKU,19,DT,33,841403.0,5269,86405,77764500.0,"$58,323,375 ","$31,105,800 ",UHF
1112,66,"Honolulu, HI",64548,KITV,40,DT,34,818065.0,5274,86479,77831100.0,"$58,373,325 ","$31,132,440 ",UHF
1113,66,"Honolulu, HI",83180,KKAI,50,DT,45,941197.0,6508,106715,96043500.0,"$72,032,625 ","$38,417,400 ",UHF
1115,66,"Honolulu, HI",64551,KMAU,12,DT,22,188953.0,2039,33432,18053280.0,"$10,531,080 ",,HVHF
1116,66,"Honolulu, HI",26428,KMEB,10,DT,22,203406.0,2115,34687,18730980.0,"$10,926,405 ",,HVHF
1117,66,"Honolulu, HI",34859,KOGG,16,DT,24,161310.0,1968,32264,29037600.0,"$21,778,200 ","$11,615,040 ",UHF
1118,66,"Honolulu, HI",77483,KPXO-TV,41,DT,48,753761.0,6015,98632,88768800.0,"$66,576,600 ","$35,507,520 ",UHF
1119,66,"Honolulu, HI",89714,KUPU,15,DT,43,947966.0,6385,104691,94221900.0,"$70,666,425 ","$37,688,760 ",UHF
1120,66,"Honolulu, HI",27425,KWBN,43,DT,33,837764.0,5258,86218,77596200.0,"$58,197,150 ","$31,038,480 ",UHF
1122,66,"Honolulu, HI",36846,KWHE,31,DT,22,834167.0,4284,70245,63220500.0,"$47,415,375 ","$25,288,200 ",UHF
1123,66,"Honolulu, HI",37105,KWHM,21,DT,22,138062.0,1743,28578,25720200.0,"$19,290,150 ","$10,288,080 ",UHF
1124,67,"Charleston-Huntington, WV",71280,WCHS-TV,41,DT,129,1168670.0,12278,201335,181201500.0,"$135,901,125 ","$72,480,600 ",UHF
1125,67,"Charleston-Huntington, WV",34171,WKAS,26,DT,105,471791.0,7038,115411,103869900.0,"$77,902,425 ","$41,547,960 ",UHF
1126,67,"Charleston-Huntington, WV",34200,WKPI-TV,24,DT,92,406537.0,6116,100282,90253800.0,"$67,690,350 ","$36,101,520 ",UHF
1127,67,"Charleston-Huntington, WV",73189,WLPX-TV,39,DT,131,912110.0,10931,179241,161316900.0,"$120,987,675 ","$64,526,760 ",UHF
1128,67,"Charleston-Huntington, WV",23342,WOWK-TV,13,DT,93,1083619.0,10039,164611,88889940.0,"$51,852,465 ",,HVHF
1129,67,"Charleston-Huntington, WV",66190,WPBO,43,DT,142,620060.0,9383,153865,138478500.0,"$103,858,875 ","$55,391,400 ",UHF
1130,67,"Charleston-Huntington, WV",65130,WQCW,17,DT,137,1228242.0,12972,212707,191436300.0,"$143,577,225 ","$76,574,520 ",UHF
1131,67,"Charleston-Huntington, WV",36912,WSAZ-TV,23,DT,129,1112023.0,11977,196395,176755500.0,"$132,566,625 ","$70,702,200 ",UHF
1132,67,"Charleston-Huntington, WV",67798,WTSF,44,DT,90,542754.0,6989,114605,103144500.0,"$77,358,375 ","$41,257,800 ",UHF
1133,67,"Charleston-Huntington, WV",417,WVAH-TV,19,DT,145,1290303.0,13678,224290,201861000.0,"$151,395,750 ","$80,744,400 ",UHF
1134,67,"Charleston-Huntington, WV",71657,WVPB-TV,34,DT,74,745624.0,7428,121802,109621800.0,"$82,216,350 ","$43,848,720 ",UHF
1135,68,"Green Bay-Appleton, WI",361,WACY-TV,27,DT,77,919124.0,8413,137947,124152300.0,"$93,114,225 ","$49,660,920 ",UHF
1136,68,"Green Bay-Appleton, WI",74417,WBAY-TV,23,DT,87,1214158.0,10278,168530,151677000.0,"$113,757,750 ","$60,670,800 ",UHF
1137,68,"Green Bay-Appleton, WI",73042,WCWF,21,DT,63,1028917.0,8051,132020,118818000.0,"$89,113,500 ","$47,527,200 ",UHF
1138,68,"Green Bay-Appleton, WI",9635,WFRV-TV,39,DT,90,1185016.0,10327,169341,152406900.0,"$114,305,175 ","$60,962,760 ",UHF
1139,68,"Green Bay-Appleton, WI",2708,WGBA-TV,41,DT,63,1124171.0,8416,137996,124196400.0,"$93,147,300 ","$49,678,560 ",UHF
1140,68,"Green Bay-Appleton, WI",4150,WLUK-TV,11,DT,86,1241874.0,10334,169460,91508400.0,"$53,379,900 ",,HVHF
1142,68,"Green Bay-Appleton, WI",18798,WPNE-TV,42,DT,73,1129352.0,9080,148887,133998300.0,"$100,498,725 ","$53,599,320 ",UHF
1143,69,"Roanoke-Lynchburg, VA",5981,WBRA-TV,3,DT,160,1675081.0,16371,268446,60400350.0,,,LVHF
1144,69,"Roanoke-Lynchburg, VA",71329,WDBJ,18,DT,161,1398559.0,15006,246055,221449500.0,"$166,087,125 ","$88,579,800 ",UHF
1145,69,"Roanoke-Lynchburg, VA",15507,WFFP-TV,24,DT,105,876858.0,9595,157340,141606000.0,"$106,204,500 ","$56,642,400 ",UHF
1146,69,"Roanoke-Lynchburg, VA",24813,WFXR,17,DT,133,1258963.0,12940,212183,190964700.0,"$143,223,525 ","$76,385,880 ",UHF
1147,69,"Roanoke-Lynchburg, VA",168095,WLHG-CD,43,DC,70,253479.0,4212,69072,62164800.0,"$46,623,600 ","$24,865,920 ",UHF
1148,69,"Roanoke-Lynchburg, VA",70251,WPXR-TV,36,DT,124,1114440.0,11755,192761,173484900.0,"$130,113,675 ","$69,393,960 ",UHF
1149,69,"Roanoke-Lynchburg, VA",73988,WSET-TV,13,DT,117,1303891.0,12351,202532,109367280.0,"$63,797,580 ",,HVHF
1150,69,"Roanoke-Lynchburg, VA",57840,WSLS-TV,30,DT,142,1241701.0,13279,217737,195963300.0,"$146,972,475 ","$78,385,320 ",UHF
1151,69,"Roanoke-Lynchburg, VA",24812,WWCW,20,DT,142,1176995.0,12928,211988,190789200.0,"$143,091,900 ","$76,315,680 ",UHF
1152,70,"Tucson, AZ",168403,K04QP-D,4,DC,47,983079.0,6797,111461,25078725.0,,,LVHF
1153,70,"Tucson, AZ",53004,KFTU-CD,18,DC,48,815108.0,6255,102567,92310300.0,"$69,232,725 ","$36,924,120 ",UHF
1155,70,"Tucson, AZ",36918,KGUN-TV,9,DT,45,1407127.0,7957,130482,70460280.0,"$41,101,830 ",,HVHF
1156,70,"Tucson, AZ",30601,KHRR,40,DT,52,1116521.0,7620,124944,112449600.0,"$84,337,200 ","$44,979,840 ",UHF
1157,70,"Tucson, AZ",44052,KMSB,25,DT,47,1014277.0,6904,113216,101894400.0,"$76,420,800 ","$40,757,760 ",UHF
1158,70,"Tucson, AZ",48663,KOLD-TV,32,DT,49,884603.0,6584,107957,97161300.0,"$72,870,975 ","$38,864,520 ",UHF
1159,70,"Tucson, AZ",11908,KTTU,19,DT,45,1010328.0,6743,110565,99508500.0,"$74,631,375 ","$39,803,400 ",UHF
1160,70,"Tucson, AZ",2722,KUAS-TV,28,DT,50,977391.0,6991,114630,103167000.0,"$77,375,250 ","$41,266,800 ",UHF
1161,70,"Tucson, AZ",2731,KUAT-TV,30,DT,76,1256409.0,9772,160233,144209700.0,"$108,157,275 ","$57,683,880 ",UHF
1162,70,"Tucson, AZ",78036,KUVE-CD,42,DC,48,969725.0,6823,111873,100685700.0,"$75,514,275 ","$40,274,280 ",UHF
1163,70,"Tucson, AZ",63927,KUVE-DT,46,DT,51,926290.0,6873,112704,101433600.0,"$76,075,200 ","$40,573,440 ",UHF
1164,70,"Tucson, AZ",25735,KVOA,23,DT,57,1018927.0,7621,124965,112468500.0,"$84,351,375 ","$44,987,400 ",UHF
1165,70,"Tucson, AZ",35095,KWBA-TV,44,DT,54,1068116.0,7595,124533,112079700.0,"$84,059,775 ","$44,831,880 ",UHF
1166,71,"Flint-Saginaw-Bay City, MI",67792,WAQP,48,DT,151,1969266.0,17244,282761,254484900.0,"$190,863,675 ","$101,793,960 ",UHF
1167,71,"Flint-Saginaw-Bay City, MI",82627,WBSF,46,DT,63,987886.0,7889,129361,116424900.0,"$87,318,675 ","$46,569,960 ",UHF
1168,71,"Flint-Saginaw-Bay City, MI",9908,WCMU-TV,26,DT,135,699233.0,9716,159315,143383500.0,"$107,537,625 ","$57,353,400 ",UHF
1169,71,"Flint-Saginaw-Bay City, MI",69273,WCMZ-TV,28,DT,158,5129629.0,28469,466821,420138900.0,"$315,104,175 ","$168,055,560 ",UHF
1170,71,"Flint-Saginaw-Bay City, MI",16530,WDCQ-TV,15,DT,107,1182981.0,11251,184485,166036500.0,"$124,527,375 ","$66,414,600 ",UHF
1171,71,"Flint-Saginaw-Bay City, MI",72052,WEYI-TV,30,DT,169,2299351.0,19713,323240,290916000.0,"$218,187,000 ","$116,366,400 ",UHF
1172,71,"Flint-Saginaw-Bay City, MI",21735,WJRT-TV,12,DT,135,2474753.0,18278,299717,161847180.0,"$94,410,855 ",,HVHF
1173,71,"Flint-Saginaw-Bay City, MI",41221,WNEM-TV,22,DT,149,1526912.0,15083,247331,222597900.0,"$166,948,425 ","$89,039,160 ",UHF
1174,71,"Flint-Saginaw-Bay City, MI",21737,WSMH,16,DT,157,2255392.0,18817,308560,277704000.0,"$208,278,000 ","$111,081,600 ",UHF
1175,72,"Des Moines-Ames, IA",33710,KCCI,8,DT,75,1078692.0,8995,147489,79644060.0,"$46,459,035 ",,HVHF
1176,72,"Des Moines-Ames, IA",51502,KCWI-TV,23,DT,71,1042561.0,8604,141078,126970200.0,"$95,227,650 ","$50,788,080 ",UHF
1177,72,"Des Moines-Ames, IA",46753,KDAO-CD,44,DC,48,36997.0,1333,21852,19666800.0,"$14,750,100 ","$7,866,720 ",UHF
1178,72,"Des Moines-Ames, IA",29102,KDIN-TV,11,DT,77,1081527.0,9126,149638,80804520.0,"$47,135,970 ",,HVHF
1179,72,"Des Moines-Ames, IA",78915,KDMI,19,DT,100,1137544.0,10666,174889,157400100.0,"$118,050,075 ","$62,960,040 ",UHF
1180,72,"Des Moines-Ames, IA",56527,KDSM-TV,16,DT,84,1094778.0,9590,157247,141522300.0,"$106,141,725 ","$56,608,920 ",UHF
1181,72,"Des Moines-Ames, IA",82619,KEFB,34,DT,55,685414.0,6140,100679,90611100.0,"$67,958,325 ","$36,244,440 ",UHF
1182,72,"Des Moines-Ames, IA",81509,KFPX-TV,39,DT,57,753517.0,6554,107464,96717600.0,"$72,538,200 ","$38,687,040 ",UHF
1183,72,"Des Moines-Ames, IA",29100,KTIN,25,DT,82,278943.0,4783,78423,70580700.0,"$52,935,525 ","$28,232,280 ",UHF
1184,72,"Des Moines-Ames, IA",70417,WBXF-CA,4,CA,17,103972.0,1329,21800,4905000.0,,,LVHF
1185,72,"Des Moines-Ames, IA",66221,WHO-DT,13,DT,89,1112931.0,9952,163196,88125840.0,"$51,406,740 ",,HVHF
1186,72,"Des Moines-Ames, IA",8661,WOI-DT,5,DT,93,1207755.0,10598,173784,39101400.0,,,LVHF
1195,73,"Spokane, WA",61956,KSPS-TV,7,DT,33,771913.0,5047,82760,44690400.0,"$26,069,400 ",,HVHF
1196,73,"Spokane, WA",62382,KUID-TV,12,DT,46,261539.0,3469,56876,30713040.0,"$17,915,940 ",,HVHF
1198,73,"Spokane, WA",71024,KWSU-TV,10,DT,56,467702.0,5118,83919,45316260.0,"$26,434,485 ",,HVHF
1199,73,"Spokane, WA",61978,KXLY-TV,13,DT,39,748926.0,5404,88620,47854800.0,"$27,915,300 ",,HVHF
1200,74,"Omaha, NE",29108,KBIN-TV,33,DT,53,908798.0,6940,113802,102421800.0,"$76,816,350 ","$40,968,720 ",UHF
1201,74,"Omaha, NE",53903,KETV,20,DT,81,1349646.0,10456,171448,154303200.0,"$115,727,400 ","$61,721,280 ",UHF
1202,74,"Omaha, NE",29085,KHIN,35,DT,84,1037934.0,9337,153110,137799000.0,"$103,349,250 ","$55,119,600 ",UHF
1203,74,"Omaha, NE",35190,KMTV-TV,45,DT,74,1342574.0,9967,163442,147097800.0,"$110,323,350 ","$58,839,120 ",UHF
1204,74,"Omaha, NE",51491,KPTM,43,DT,76,1385296.0,10261,168251,151425900.0,"$113,569,425 ","$60,570,360 ",UHF
1205,74,"Omaha, NE",23277,KXVO,38,DT,72,1331406.0,9791,160546,144491400.0,"$108,368,550 ","$57,796,560 ",UHF
1206,74,"Omaha, NE",47974,KYNE-TV,17,DT,60,936180.0,7495,122895,110605500.0,"$82,954,125 ","$44,242,200 ",UHF
1207,74,"Omaha, NE",65528,WOWT,22,DT,85,1377273.0,10820,177418,159676200.0,"$119,757,150 ","$63,870,480 ",UHF
1208,75,"Springfield, MO",168219,KBNS-CD,36,DC,47,257901.0,3482,57089,51380100.0,"$38,535,075 ","$20,552,040 ",UHF
1209,75,"Springfield, MO",28496,KOLR,10,DT,89,1033250.0,9590,157245,84912300.0,"$49,532,175 ",,HVHF
1210,75,"Springfield, MO",51102,KOZK,23,DT,86,823558.0,8416,137999,124199100.0,"$93,149,325 ","$49,679,640 ",UHF
1211,75,"Springfield, MO",3659,KOZL-TV,28,DT,101,959862.0,9846,161452,145306800.0,"$108,980,100 ","$58,122,720 ",UHF
1212,75,"Springfield, MO",166319,KRBK,49,DT,77,795729.0,7828,128353,115517700.0,"$86,638,275 ","$46,207,080 ",UHF
1213,75,"Springfield, MO",35630,KSPR,19,DT,109,1057854.0,10738,176078,158470200.0,"$118,852,650 ","$63,388,080 ",UHF
1214,75,"Springfield, MO",78314,KWBM,31,DT,85,627784.0,7305,119783,107804700.0,"$80,853,525 ","$43,121,880 ",UHF
1215,75,"Springfield, MO",36003,KYTV,44,DT,93,994298.0,9616,157681,141912900.0,"$106,434,675 ","$56,765,160 ",UHF
1216,76,"Rochester, NY",10318,WBGT-CD,46,DC,111,903830.0,10016,164242,147817800.0,"$110,863,350 ","$59,127,120 ",UHF
1217,76,"Rochester, NY",58739,WGCE-CD,25,DC,74,725074.0,7325,120112,108100800.0,"$81,075,600 ","$43,240,320 ",UHF
1218,76,"Rochester, NY",73371,WHAM-TV,13,DT,91,1254602.0,10685,175208,94612320.0,"$55,190,520 ",,HVHF
1219,76,"Rochester, NY",70041,WHEC-TV,10,DT,94,1260007.0,10883,178455,96365700.0,"$56,213,325 ",,HVHF
1220,76,"Rochester, NY",73964,WROC-TV,45,DT,157,1168409.0,13544,222089,199880100.0,"$149,910,075 ","$79,952,040 ",UHF
1221,76,"Rochester, NY",413,WUHF,28,DT,133,1140299.0,12315,201936,181742400.0,"$136,306,800 ","$72,696,960 ",UHF
1222,76,"Rochester, NY",57274,WXXI-TV,16,DT,140,1159829.0,12743,208949,188054100.0,"$141,040,575 ","$75,221,640 ",UHF
