auction_id,stage,round,bidder,frn,call_sign,facility_id,pre_auction_band,round_station_status,round_held_option,bid_option,bid_option_price,fallback_option,fallback_option_price,benchmark_overprice,random_number
1001,1,11,"KAZT, L.L.C.",0006533111,KAZT-CD,72618,UHF,Bidding,Go off-air,Go off-air,117192328,"","",25.596004152440685,0.9174860144440703
1001,1,11,JACO Communications LLC,0020338281,KBBV-CD,69735,UHF,Bidding,Go off-air,Go off-air,45600305,"","",25.596004152440685,0.6847714720432777
1001,1,11,"Wilderness Communications, LLC",0014881114,KBCA,16940,UHF,Bidding,Go off-air,Go off-air,50968811,"","",25.596004152440685,0.6616743273973541
1001,1,11,San Francisco Television Station KBCW Inc.,0003742632,KBCW,69619,UHF,Bidding,Go off-air,Go off-air,199647296,"","",26.94316226572704,""
1001,1,11,The Allen Broadcasting Corporation,0003745536,KBFD-DT,65395,UHF,Bidding,Go off-air,Go off-air,43369357,"","",25.596004152440685,0.4466681732986699
1001,1,11,"Sinclair Bakersfield Licensee, LLC",0023174451,KBFX-CD,51501,UHF,Bidding,Go off-air,Go off-air,46120927,"","",25.596004152440685,0.3623682481528392
1001,1,11,"The Vacation Channel, LLC",0020815379,KBNS-CD,168219,UHF,Bidding,Move to Low-VHF,Move to Low-VHF,24811719,"","",16.274339335954096,0.050129335407583464
1001,1,11,"Bet-Nahrain, Inc.",0006804603,KBSV,4939,UHF,Bidding,Go off-air,Go off-air,72441810,"","",25.596004152440685,0.5781164849604564
1001,1,11,"Mako Communications, LLC",0004985982,KBTV-CD,2424,UHF,Bidding,Go off-air,Go off-air,88728548,"","",25.596004152440685,0.6923737594009868
1001,1,11,"Gray Television Licensee, LLC",0018223693,KBTX-TV,6669,UHF,Bidding,Move to Low-VHF,Move to Low-VHF,152286112,"","",15.60850281577126,0.07202489116944433
1001,1,11,KXAN LLC,0003477072,KBVO-CD,35918,UHF,Bidding,Go off-air,Go off-air,93908667,"","",25.596004152440685,0.9263575405303216
1001,1,11,"L4 MEDIA GROUP, LLC",0014037857,KBXS-CD,70420,UHF,Bidding,Go off-air,Go off-air,19900893,"","",25.596004152440685,0.49036579509892597
1001,1,11,"Channel 3 TV Company, LLC",0020043568,KCDO-TV,63158,UHF,Bidding,Go off-air,Go off-air,123791490,"","",25.596004152440685,0.9383454798094046
1001,1,11,"KCEB License Company, LLC",0019342815,KCEB,83913,UHF,Bidding,Go off-air,Go off-air,66013118,"","",25.596004152440685,0.8503997114175595
1001,1,11,"Entravision Holdings, LLC",0001529627,KCEC,24514,UHF,Bidding,Go off-air,Go off-air,134126133,"","",25.596004152440685,0.9187972836617988
1001,1,11,San Mateo County Community College District,0001545185,KCSM-TV,58912,UHF,Bidding,Go off-air,Go off-air,211885770,"","",26.94316226572704,""
1001,1,11,Esteem Broadcasting of California LLC,0022217483,KCVU,58605,UHF,Bidding,Move to High-VHF,Move to High-VHF,23828678,"","",8.81739226913129,0.08125000294393758
1001,1,11,Hearst Stations Inc.,0001587583,KCWE,64444,UHF,Bidding,Go off-air,Go off-air,114551333,"","",25.596004152440685,0.14988786694129796
1001,1,11,"KDAF, LLC",0021781398,KDAF,22201,UHF,Bidding,Go off-air,Go off-air,169005808,"","",25.596004152440685,0.7319273075287938
1001,1,11,"MTN Broadcasting, Inc.",0003769270,KDAO-CD,46753,UHF,Bidding,Go off-air,Go off-air,11186477,"","",25.596004152440685,0.9292116921171708
1001,1,11,Delta Media Corporation,0008774135,KDCG-CD,349,UHF,Bidding,Go off-air,Go off-air,53966615,"","",25.596004152440685,0.2830837147004198
1001,1,11,"NW Communications of Texas, Inc.",0013522339,KDFI,17037,UHF,Bidding,Go off-air,Go off-air,159886975,"","",25.596004152440685,0.6357568050567006
1001,1,11,"Northstar Santa Maria License, LLC",0015205677,KDFS-CD,31351,UHF,Bidding,Go off-air,Go off-air,28697727,"","",25.596004152440685,0.28038708551321023
1001,1,11,"KDMI License, LLC",0014752323,KDMI,78915,UHF,Bidding,Go off-air,Go off-air,89529191,"","",25.596004152440685,0.9830962111174397
1001,1,11,"Trinity Christian Center of Santa Ana, Inc.",0003791712,KDOR-TV,1005,UHF,Bidding,Go off-air,Go off-air,86019467,"","",25.596004152440685,0.9611866604074786
1001,1,11,"Community Television Educators of DFW, Inc.",0009436411,KDTN,49326,UHF,Bidding,Go off-air,Go off-air,159501499,"","",25.596004152440685,0.43996095695742843
1001,1,11,"Trinity Broadcasting of Texas, Inc.",0004346060,KDTX-TV,67910,UHF,Bidding,Go off-air,Go off-air,161049034,"","",25.596004152440685,0.29411129765205435
1001,1,11,"Family Educational Broadcasting, Inc.",0014299614,KEFB,82619,UHF,Bidding,Go off-air,Go off-air,51539602,"","",25.596004152440685,0.2748806249828464
1001,1,11,Eternal Family Network,0009273525,KEFN-CD,9375,UHF,Bidding,Go off-air,Go off-air,86010764,"","",25.596004152440685,0.8216243446567965
1001,1,11,NBC Telemundo License LLC,0019509470,KEJT-CD,64974,UHF,Bidding,Go off-air,Go off-air,72030739,"","",25.596004152440685,0.8548124403943512
1001,1,11,"Northstar San Francisco License, LLC",0021045596,KEMO-TV,34440,UHF,Bidding,Go off-air,Go off-air,172281072,"","",26.94316226572704,""
1001,1,11,Oregon Public Broadcasting,0001549252,KEPB-TV,50591,UHF,Bidding,Move to High-VHF,Move to High-VHF,15126878,"","",12.86074852557715,0.7232524713933814
1001,1,11,KRCA License LLC,0001529247,KETD,37101,UHF,Bidding,Go off-air,Go off-air,124563466,"","",25.596004152440685,0.5496300322946452
1001,1,11,"Community Educational Television, Inc.",0005077441,KETH-TV,12895,UHF,Bidding,Go off-air,Go off-air,159079677,"","",25.596004152440685,0.701266999318937
1001,1,11,"Nexstar Broadcasting, Inc.",0009961889,KETK-TV,55643,UHF,Bidding,Go off-air,Go off-air,85074462,"","",25.596004152440685,0.44635926512831703
1001,1,11,"CALIFORNIA OREGON BROADCASTING, INC.",0001547462,KEVU-CD,8241,UHF,Bidding,Go off-air,Go off-air,29431821,"","",25.596004152440685,0.7413184383851259
1001,1,11,"Central Valley Television, LLC",0023752801,KEXT-CD,70900,UHF,Bidding,Go off-air,Go off-air,146683020,"","",26.94316226572704,""
1001,1,11,UniMas Sacramento LLC,0008192544,KEZT-CD,52891,UHF,Bidding,Go off-air,Go off-air,92909911,"","",25.596004152440685,0.26168628980988573
1001,1,11,Cocola Broadcasting Companies LLC,0015806946,KFAZ-CA,68406,UHF,Bidding,Move to High-VHF,Move to High-VHF,30259217,"","",9.02693803329322,0.8891168521078336
1001,1,11,"Tribune Broadcasting Denver License, LLC",0017790882,KFCT,125,UHF,Bidding,Go off-air,Go off-air,61022409,"","",25.596004152440685,0.6744844887179258
1001,1,11,"Kaleidoscope Foundation, Inc.",0003766342,KFDF-CD,168154,UHF,Bidding,Go off-air,Go off-air,26820005,"","",25.596004152440685,0.7825210378110719
1001,1,11,"KFDM LICENSEE, LLC",0021268396,KFDM,22589,UHF,Bidding,Go off-air,Go off-air,50786567,"","",25.596004152440685,0.6664641943739091
1001,1,11,"Kaleidoscope Foundation, Inc.",0003766342,KFFS-CD,52430,UHF,Bidding,Go off-air,Go off-air,47705320,"","",25.596004152440685,0.8761957943099855
1001,1,11,"Folse Communications, LLC",0005022363,KFOL-CD,24978,UHF,Bidding,Move to Low-VHF,Move to Low-VHF,24106565,"","",18.232709215194177,0.4410362677296905
1001,1,11,"ION Media Des Moines License, Inc.",0004962502,KFPX-TV,81509,UHF,Bidding,Go off-air,Go off-air,55012979,"","",25.596004152440685,0.6009704035248693
1001,1,11,"KFRE LICENSEE, LLC",0018608265,KFRE-TV,59013,UHF,Bidding,Go off-air,Go off-air,93096762,"","",25.596004152440685,0.6549661824334067
1001,1,11,"LocusPoint KFTL Licensee, LLC",0022314090,KFTL-CD,52887,UHF,Bidding,Go off-air,Go off-air,144461287,"","",25.596004152440685,0.9513180954058753
1001,1,11,UniMas Partnership of Tucson,0006483424,KFTU-CD,53004,UHF,Bidding,Go off-air,Go off-air,52506107,"","",25.596004152440685,0.24779743938691912
1001,1,11,"KFTV License Partnership, G.P.",0001531417,KFTV-DT,34439,UHF,Bidding,Go off-air,Go off-air,103634125,"","",25.596004152440685,0.19962705801204084
1001,1,11,"Christian Television Network of Iowa, Inc.",0013774344,KFXB-TV,17625,UHF,Bidding,Move to Low-VHF,Move to Low-VHF,48124050,"","",16.67795439120664,0.6671430910004682
1001,1,11,"KGAN LICENSEE, LLC",0004970521,KGAN,25685,UHF,Bidding,Go off-air,Go off-air,92937043,"","",25.596004152440685,0.5212213704245539
1001,1,11,Caballero Acquisition LLC,0014625362,KGBS-CD,38562,UHF,Bidding,Go off-air,Go off-air,97641077,"","",25.596004152440685,0.6768445396237693
1001,1,11,"Nexstar Broadcasting, Inc.",0009961889,KGCW,7841,UHF,Bidding,Go off-air,Go off-air,76606792,"","",25.596004152440685,0.39770372630362305
1001,1,11,"University Broadcasting, Inc.",0008120529,KGEB,24485,UHF,Bidding,Go off-air,Go off-air,79021007,"","",25.596004152440685,0.9696025187474996
1001,1,11,"Mayavision, Inc.",0015540131,KGLA-DT,83945,UHF,Bidding,Go off-air,Go off-air,99860250,"","",25.596004152440685,0.9824392014624354
1001,1,11,Cocola Broadcasting Companies LLC,0015806946,KGMC,23302,UHF,Bidding,Go off-air,Go off-air,99268982,"","",25.596004152440685,0.4951325371792067
1001,1,11,Caballero Acquisition LLC,0014625362,KGMM-CD,17830,UHF,Bidding,Go off-air,Go off-air,96100709,"","",25.596004152440685,0.05415650965978158
1001,1,11,"Nexstar Broadcasting, Inc.",0009961889,KGPE,56034,UHF,Bidding,Go off-air,Go off-air,90409693,"","",25.596004152440685,0.09966877223410464
1001,1,11,"San Antonio Community Educational TV, Inc.",0006165336,KHCE-TV,27300,UHF,Bidding,Go off-air,Go off-air,127191663,"","",25.596004152440685,0.13327994317449632
1001,1,11,"HTV/HTN/Hawaiian Television Network, Ltd.",0003787835,KHLU-CD,27969,UHF,Bidding,Move to High-VHF,Move to High-VHF,10664952,"","",15.221576802142224,0.4307563217457646
1001,1,11,"Kaleidoscope Foundation, Inc.",0003766342,KHMF-CA,52420,UHF,Bidding,Go off-air,Go off-air,37239626,"","",25.596004152440685,0.1518264344831951
1001,1,11,"KHNL/KGMB License Subsidiary, LLC",0014580294,KHNL,34867,UHF,Bidding,Move to High-VHF,Drop out of bidding,"","","",17.483962052225962,""
1001,1,11,KXAN LLC,0003477072,KHPB-CD,35912,UHF,Bidding,Go off-air,Go off-air,9813507,"","",25.596004152440685,0.39258477110559453
1001,1,11,KXAN LLC,0003477072,KHPL-CD,35913,UHF,Bidding,Go off-air,Go off-air,4143481,"","",25.596004152440685,0.6407948254306194
1001,1,11,KXAN LLC,0003477072,KHPM-CD,35921,UHF,Bidding,Go off-air,Go off-air,16084017,"","",25.596004152440685,0.7137152283857101
1001,1,11,KXAN LLC,0003477072,KHPX-CD,35911,UHF,Bidding,Go off-air,Go off-air,32647191,"","",25.596004152440685,0.9426745608977721
1001,1,11,KXAN LLC,0003477072,KHPZ-CD,35910,UHF,Bidding,Go off-air,Go off-air,43462015,"","",25.596004152440685,0.960352758755786
1001,1,11,"KIAH, LLC",0021781158,KIAH,23394,UHF,Bidding,Go off-air,Go off-air,150359119,"","",25.596004152440685,0.8032029435527123
1001,1,11,"Fox Television Stations, LLC",0005795067,KICU-TV,34564,UHF,Bidding,Go off-air,Go off-air,251382964,"","",26.94316226572704,""
1001,1,11,"NRJ TV Hawaii License Co, LLC",0021641790,KIKU,34527,UHF,Bidding,Go off-air,Go off-air,44232454,"","",25.596004152440685,0.5373676255114958
1001,1,11,"NPG of Monterey-Salinas CA, LLC",0023286198,KION-TV,26249,UHF,Bidding,Go off-air,Go off-air,49724845,"","",25.596004152440685,0.18836302035935482
1001,1,11,"Community Educational Television, Inc.",0005077441,KITU-TV,12896,UHF,Bidding,Go off-air,Go off-air,56107976,"","",25.596004152440685,0.13655423919263998
1001,1,11,"Kaleidoscope Foundation, Inc.",0003766342,KKAF-CD,52432,UHF,Bidding,Go off-air,Go off-air,47690474,"","",25.596004152440685,0.018171335269433042
1001,1,11,"Kailua Television, LLC",0010900827,KKAI,83180,UHF,Bidding,Go off-air,Go off-air,54629551,"","",25.596004152440685,0.3353159936163077
1001,1,11,"WatchTV, Inc.",0020497590,KKEI-CD,71078,UHF,Bidding,Go off-air,Go off-air,77294813,"","",25.596004152440685,0.833662162758539
1001,1,11,"One Ministries, Inc.",0014185748,KKPM-CD,51930,UHF,Bidding,Go off-air,Go off-air,48423032,"","",25.596004152440685,0.1506476764720519
1001,1,11,"ION Media San Jose License, Inc.",0001810225,KKPX-TV,22644,UHF,Bidding,Go off-air,Drop out of bidding,"","","",26.94316226572704,""
1001,1,11,"Pollack/Belz Communication Co., Inc.",0006096200,KLAX-TV,52907,UHF,Bidding,Go off-air,Go off-air,48819770,"","",25.596004152440685,0.6928223506407446
1001,1,11,"Northstar Lompoc License, LLC",0015205362,KLDF-CD,41126,UHF,Bidding,Go off-air,Go off-air,10877277,"","",25.596004152440685,0.6334715459849315
1001,1,11,"DV Broadcasting, LLC",0024646523,KLEG-CD,16930,UHF,Bidding,Move to High-VHF,Move to High-VHF,59345214,"","",10.098697731702686,0.6023869999922161
1001,1,11,"Marshall Broadcasting Group, Inc.",0023691348,KLJB,54011,UHF,Bidding,Go off-air,Go off-air,96193367,"","",25.596004152440685,0.31451767303484124
1001,1,11,"Kingdom Broadcasting, Inc.",0019132745,KLMB-LP,38585,UHF,Bidding,Move to Low-VHF,Move to Low-VHF,7481457,"","",14.371489311819744,0.14996031017371825
1001,1,11,"Pinnacle Media, LLC",0019028406,KLRA-CD,57545,UHF,Bidding,Go off-air,Go off-air,54786711,"","",25.596004152440685,0.8531967052734195
1001,1,11,"Community Television Educators of TX, Inc.",0008713059,KLTJ,24436,UHF,Bidding,Go off-air,Go off-air,139846840,"","",25.596004152440685,0.9634177856049657
1001,1,11,Louisiana Educational Television Authority,0001720192,KLTL-TV,38587,UHF,Bidding,Move to High-VHF,Move to High-VHF,19642536,"","",9.821653731174166,0.5113476345946569
1001,1,11,"Community Educational Television, Inc.",0005077441,KLUJ-TV,12913,UHF,Bidding,Go off-air,Go off-air,49431003,"","",25.596004152440685,0.9213498864366387
1001,1,11,"Wilderness Communications, LLC",0014881114,KLWB,82476,UHF,Bidding,Go off-air,Go off-air,89465201,"","",25.596004152440685,0.03332382841943082
1001,1,11,Sacramento Television Stations Inc.,0003611969,KMAX-TV,51499,UHF,Bidding,Go off-air,Go off-air,256458139,"","",26.94316226572704,""
1001,1,11,MBTV Texas Valley LLC,0023458441,KMBH,56079,UHF,Bidding,Go off-air,Go off-air,43590506,"","",25.596004152440685,0.8720897162216267
1001,1,11,"Scripps Media, Inc.",0019300888,KMCI-TV,42636,UHF,Bidding,Go off-air,Go off-air,113940612,"","",25.596004152440685,0.04140743130312585
1001,1,11,First Assembly of God of West Monroe,0019066166,KMCT-TV,38584,UHF,Bidding,Go off-air,Go off-air,33177540,"","",25.596004152440685,0.28260876303171445
1001,1,11,Caballero Acquisition LLC,0014625362,KMMA-CD,58616,UHF,Bidding,Go off-air,Go off-air,26524627,"","",25.596004152440685,0.8050706746303836
1001,1,11,Caballero Acquisition LLC,0014625362,KMMD-CD,167838,UHF,Bidding,Go off-air,Go off-air,54163704,"","",25.596004152440685,0.05595497443700448
1001,1,11,The University of Central Missouri,0006254254,KMOS-TV,4326,UHF,Bidding,Move to High-VHF,Move to High-VHF,26592612,"","",11.45554676965449,0.34165295515602023
1001,1,11,"KMPH LIcensee, LLC",0018608273,KMPH-CD,168338,UHF,Bidding,Go off-air,Go off-air,21652683,"","",25.596004152440685,0.518474122218945
1001,1,11,"Liberman Television of Dallas License, LLC",0016264558,KMPX,73701,UHF,Bidding,Go off-air,Go off-air,167873440,"","",25.596004152440685,0.5719338409260137
1001,1,11,Sander Operating Co V LLC,0022774392,KMSB,44052,UHF,Bidding,Move to High-VHF,Move to High-VHF,22909958,"","",7.014811228162813,0.8459266772584354
1001,1,11,"Marshall Broadcasting Group, Inc.",0023691348,KMSS-TV,12525,UHF,Bidding,Go off-air,Go off-air,83061081,"","",25.596004152440685,0.9435680835615472
1001,1,11,Minority Television Project Inc.,0008886293,KMTP-TV,43095,UHF,Bidding,Go off-air,Go off-air,232737298,"","",26.94316226572704,""
1001,1,11,Serestar Communications Corporation,0023041908,KMUM-CD,18736,UHF,Bidding,Go off-air,Go off-air,81502284,"","",25.596004152440685,0.5917777742990211
1001,1,11,"I SQUARE MEDIA, LLC",0023905789,KMYA-DT,86534,UHF,Bidding,Go off-air,Go off-air,38567547,"","",25.596004152440685,0.12684401867103434
1001,1,11,Central Texas Colloge,0008539280,KNCT,9754,UHF,Bidding,Go off-air,Go off-air,140028059,"","",25.596004152440685,0.17865614346761083
1001,1,11,UniMas Partnership of San Antonio,0015540941,KNIC-CD,48837,UHF,Bidding,Go off-air,Go off-air,93904572,"","",25.596004152440685,0.8443438498038078
1001,1,11,"New Life Evangelistic Center, Inc.",0006473102,KNLC,48525,UHF,Bidding,Move to Low-VHF,Move to Low-VHF,102826691,"","",17.85991489005505,0.08409109645924473
1001,1,11,"Christian Television Network, Inc.",0016628570,KNLJ,48521,UHF,Bidding,Move to High-VHF,Move to High-VHF,20800921,"","",11.124173173987202,0.05970293602095811
1001,1,11,"Trinity Christian Center of Santa Ana, Inc.",0003791712,KNMT,47707,UHF,Bidding,Go off-air,Go off-air,103864489,"","",25.596004152440685,0.5581319373926621
1001,1,11,"Beach TV Properties, Inc.",0004941621,KNOV-CD,64048,UHF,Bidding,Move to Low-VHF,Move to Low-VHF,46616168,"","",18.334353447788715,0.6336195234660387
1001,1,11,"54 BROADCASTING, INC.",0006564959,KNVA,144,UHF,Bidding,Go off-air,Go off-air,140434012,"","",25.596004152440685,0.3382550240259107
1001,1,11,"Maxair Media, LLC",0024763385,KNVN,33745,UHF,Bidding,Go off-air,Go off-air,40310123,"","",25.596004152440685,0.695000162356647
1001,1,11,Diocese Of Fresno Education Corporation,0009207648,KNXT,16950,UHF,Bidding,Go off-air,Go off-air,103608529,"","",25.596004152440685,0.8808206085489262
1001,1,11,"word of god fellowship, inc.",0001843697,KOCM,84225,UHF,Bidding,Go off-air,Go off-air,78296129,"","",25.596004152440685,0.2263691724287228
1001,1,11,"Mission Broadcasting, Inc.",0004284899,KODE-TV,18283,UHF,Bidding,Go off-air,Go off-air,68358224,"","",25.596004152440685,0.007529233238827371
1001,1,11,KBWB License LLC,0003472917,KOFY-TV,51189,UHF,Bidding,Go off-air,Go off-air,234149686,"","",26.94316226572704,""
1001,1,11,"Sunshine State Television Network, Inc.",0010569705,KOHC-CD,10265,UHF,Bidding,Go off-air,Go off-air,64551074,"","",25.596004152440685,0.5460744723411698
1001,1,11,"KOKH LICENSEE, LLC",0006587109,KOKH-TV,35388,UHF,Bidding,Go off-air,Go off-air,81441877,"","",25.596004152440685,0.340035119640283
1001,1,11,"KOLD License Subsidiary, LLC",0014585442,KOLD-TV,48663,UHF,Bidding,Move to High-VHF,Drop out of bidding,"","","",9.099054390637633,""
1001,1,11,"KONG-TV, Inc.",0004335907,KONG,35396,UHF,Bidding,Go off-air,Go off-air,139209499,"","",25.596004152440685,0.5751296284169655
1001,1,11,"ION Media Oklahoma City License, Inc.",0001733146,KOPX-TV,2566,UHF,Bidding,Go off-air,Go off-air,77930106,"","",25.596004152440685,0.4691200506135361
1001,1,11,"WatchTV, Inc.",0020497590,KORK-CD,71079,UHF,Bidding,Go off-air,Go off-air,75181607,"","",25.596004152440685,0.20313983860263884
1001,1,11,"WatchTV, Inc.",0020497590,KORS-CD,71069,UHF,Bidding,Go off-air,Go off-air,81145476,"","",25.596004152440685,0.6034821784710972
1001,1,11,"WatchTV, Inc.",0020497590,KORY-CD,71070,UHF,Bidding,Go off-air,Go off-air,34542831,"","",25.596004152440685,0.5168299531912794
1001,1,11,"WatchTV, Inc.",0020497590,KOXI-CD,71074,UHF,Bidding,Go off-air,Go off-air,76630341,"","",25.596004152440685,0.22849272759331896
1001,1,11,"Nexstar Broadcasting, Inc.",0009961889,KOZL-TV,3659,UHF,Bidding,Go off-air,Go off-air,82650521,"","",25.596004152440685,0.11164723858766212
1001,1,11,"Trinity Broadcasting of Arizona, Inc.",0004351771,KPAZ-TV,67868,UHF,Bidding,Go off-air,Go off-air,111173684,"","",25.596004152440685,0.7708490231184059
1001,1,11,"Northstar Phoenix License, LLC",0014856116,KPDF-CA,73764,UHF,Bidding,Go off-air,Go off-air,120040140,"","",25.596004152440685,0.2181177016142174
1001,1,11,KPTV-KPDX Broadcasting Corporation,0022223820,KPDX,35460,UHF,Bidding,Go off-air,Go off-air,102613868,"","",25.596004152440685,0.5663174671310575
1001,1,11,"Trinity Christian Center of Santa Ana, Inc.",0003791712,KPJR-TV,166510,UHF,Bidding,Go off-air,Go off-air,130755651,"","",25.596004152440685,0.8149871948541144
1001,1,11,Killeen Christian Broadcasting Corporation,0020256129,KPLE-CD,168452,UHF,Bidding,Move to High-VHF,Move to High-VHF,17394067,"","",9.429757895240584,0.1781509955917726
1001,1,11,"Entravision Holdings, LLC",0001529627,KPMR,12144,UHF,Bidding,Go off-air,Go off-air,126475999,"","",25.596004152440685,0.24072324889640107
1001,1,11,KRCA License LLC,0001529247,KPNZ,77512,UHF,Bidding,Go off-air,Go off-air,63615284,"","",25.596004152440685,0.47453691054830494
1001,1,11,"WSIL-TV, Inc.",0002808137,KPOB-TV,73998,UHF,Bidding,Go off-air,Go off-air,27182956,"","",25.596004152440685,0.0959416408144288
1001,1,11,"KPTH LICENSEE, LLC",0022764187,KPTH,77451,UHF,Bidding,Go off-air,Go off-air,55982556,"","",25.596004152440685,0.7067964745849894
1001,1,11,"KPTM LICENSEE, LLC",0018608190,KPTM,51491,UHF,Bidding,Go off-air,Go off-air,86131065,"","",25.596004152440685,0.7331284102469379
1001,1,11,"ION Media Denver License, Inc.",0001733864,KPXC-TV,68695,UHF,Bidding,Go off-air,Go off-air,130711114,"","",25.596004152440685,0.19581708271471576
1001,1,11,"ION Media Kansas City License, Inc.",0001733450,KPXE-TV,33337,UHF,Bidding,Go off-air,Go off-air,105552801,"","",25.596004152440685,0.15151924911450176
1001,1,11,"ION Media Portland License, Inc.",0001732528,KPXG-TV,5801,UHF,Bidding,Go off-air,Go off-air,109964529,"","",25.596004152440685,0.4084176071416725
1001,1,11,"ION Media San Antonio License, Inc.",0004963021,KPXL-TV,61173,UHF,Bidding,Go off-air,Go off-air,109543730,"","",25.596004152440685,0.7909614011947079
1001,1,11,"ION Media Minneapolis License, Inc.",0003721354,KPXM-TV,35907,UHF,Bidding,Go off-air,Go off-air,135230856,"","",25.596004152440685,0.605979518010172
1001,1,11,"ION Media Hawaii License, Inc.",0003720257,KPXO-TV,77483,UHF,Bidding,Go off-air,Go off-air,50491701,"","",25.596004152440685,0.6249205518704397
1001,1,11,"ION Media License Company, LLC",0003720042,KPXR-TV,21156,UHF,Bidding,Go off-air,Go off-air,69607309,"","",25.596004152440685,0.3245323414442157
1001,1,11,Hearst Stations Inc.,0001587583,KQCA,10242,UHF,Bidding,Go off-air,Go off-air,211223345,"","",26.94316226572704,""
1001,1,11,"Griffin Licensing, L.L.C.",0015452238,KQCW-DT,78322,UHF,Bidding,Go off-air,Go off-air,79886152,"","",25.596004152440685,0.2915523060482721
1001,1,11,Casa en Denver Inc,0022087811,KQDK-CD,29455,UHF,Bidding,Go off-air,Go off-air,87815794,"","",25.596004152440685,0.8922933809364623
1001,1,11,"Magnum Radio, Inc.",0003776739,KQEG-CA,72207,UHF,Bidding,Go off-air,Go off-air,28252357,"","",25.596004152440685,0.8677636293800159
1001,1,11,KQED Inc.,0001549765,KQEH,35663,UHF,Bidding,Go off-air,Go off-air,252969916,"","",26.94316226572704,""
1001,1,11,Caballero Acquisition LLC,0014625362,KQMM-CD,167844,UHF,Bidding,Go off-air,Go off-air,33372582,"","",25.596004152440685,0.8153363945373532
1001,1,11,"Kaleidoscope Foundation, Inc.",0003766342,KRAH-CD,52423,UHF,Bidding,Go off-air,Go off-air,13000210,"","",25.596004152440685,0.9019048036127049
1001,1,11,"KRBK, LLC",0020888723,KRBK,166319,UHF,Bidding,Go off-air,Go off-air,65706478,"","",25.596004152440685,0.7855539029239508
1001,1,11,Rural California Broadcasting  Corporation,0004367397,KRCB,57945,UHF,Bidding,Go off-air,Go off-air,200788366,"","",26.94316226572704,""
1001,1,11,"Meeker, Charles R",0006199038,KRET-CD,10536,UHF,Bidding,Go off-air,Go off-air,30236559,"","",25.596004152440685,0.5927382796925774
1001,1,11,"KXXV License Subsidiary, LLC",0024799322,KRHD-CD,68538,UHF,Bidding,Go off-air,Go off-air,27851524,"","",25.596004152440685,0.13485256357180908
1001,1,11,"Rocky Mountain Public Broadcasting Network, Inc.",0001615582,KRMA-TV,14040,UHF,Bidding,Go off-air,Go off-air,138840405,"","",25.596004152440685,0.09980936631527837
1001,1,11,"word of god fellowship, inc.",0001843697,KRMT,20476,UHF,Bidding,Go off-air,Go off-air,120905797,"","",25.596004152440685,0.9113314288283481
1001,1,11,"Young Broadcasting of San Francisco, Inc.",0004675815,KRON-TV,65526,UHF,Bidding,Go off-air,Go off-air,224810216,"","",26.94316226572704,""
1001,1,11,Bd. of Regents Univ of OK/Rogers State University,0007373400,KRSU-TV,57431,UHF,Bidding,Move to Low-VHF,Move to Low-VHF,57793088,"","",18.290811720372517,0.6022872616473559
1001,1,11,"NPG of California, LLC",0022027569,KSBB-CD,60639,UHF,Bidding,Go off-air,Go off-air,23274446,"","",25.596004152440685,0.7830451088742181
1001,1,11,"Griffin Licensing, L.L.C.",0015452238,KSBI,38214,UHF,Bidding,Go off-air,Go off-air,79894343,"","",25.596004152440685,0.24046608175864037
1001,1,11,"Northstar San Luis Obispo License, LLC",0015205644,KSBO-CD,31354,UHF,Bidding,Go off-air,Go off-air,41301712,"","",25.596004152440685,0.8723360642153803
1001,1,11,"Channel 3 TV Company, LLC",0020043568,KSBS-CD,168750,UHF,Bidding,Go off-air,Go off-air,106309931,"","",25.596004152440685,0.8155432963675818
1001,1,11,"KSBY Communications, LLC",0023677487,KSBY,19654,UHF,Bidding,Move to High-VHF,Move to High-VHF,31015279,"","",9.928144766624342,0.6116760421386093
1001,1,11,White Knight Broadcasting of Shreveport License Co,0004973855,KSHV-TV,73706,UHF,Bidding,Go off-air,Go off-air,73874163,"","",25.596004152440685,0.5451735873219817
1001,1,11,"Kaleidoscope Foundation, Inc.",0003766342,KSJF-CD,52425,UHF,Bidding,Go off-air,Go off-air,23777664,"","",25.596004152440685,0.6279572384867205
1001,1,11,"NRJ TV LA License Co, LLC",0021624309,KSKJ-CD,36717,UHF,Bidding,Go off-air,Go off-air,97168574,"","",25.596004152440685,0.6880045913952463
1001,1,11,Meredith Corporation,0012329926,KSMO-TV,33336,UHF,Bidding,Go off-air,Go off-air,107202208,"","",25.596004152440685,0.22131367651657297
1001,1,11,"KSMQ PUBLIC SERVICE MEDIA, INC.",0006649545,KSMQ-TV,28510,UHF,Bidding,Move to Low-VHF,Move to Low-VHF,43983283,"","",16.488828485847876,0.7416164157496281
1001,1,11,"Entravision Holdings, LLC",0001529627,KSMS-TV,35611,UHF,Bidding,Go off-air,Go off-air,143898687,"","",26.94316226572704,""
1001,1,11,"Schurz Communications, Inc.",0015683808,KSPR,35630,UHF,Bidding,Go off-air,Go off-air,90137864,"","",25.596004152440685,0.1703844006261006
1001,1,11,"ION Media Sacramento License, Inc.",0003727005,KSPX-TV,52953,UHF,Bidding,Go off-air,Go off-air,199661118,"","",26.94316226572704,""
